name,created_at,total_pulls,total_releases,updated_at,language,closed_issues_ratio
glide,2013-07-08T22:52:33Z,538,47,2024-08-25T14:54:26Z,Java,0.88
955.WLB,2019-03-27T23:53:37Z,18,0,2024-08-25T12:36:19Z,,0.31
TaskMatrix,2023-03-02T09:04:28Z,21,0,2024-08-24T14:29:41Z,Python,0.38
tesseract.js,2015-06-24T02:49:52Z,175,54,2024-08-25T18:52:02Z,JavaScript,0.96
DeepSpeed,2020-01-23T18:35:18Z,2320,78,2024-08-25T18:16:41Z,Python,0.63
the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,592,0,2024-08-25T14:51:03Z,Go,0
node-v0.x-archive,2009-05-27T16:29:46Z,218,0,2024-08-25T05:18:03Z,,1.0
awesome-react-native,2015-03-26T19:58:06Z,912,0,2024-08-25T21:01:40Z,JavaScript,0.49
gym,2016-04-27T14:59:16Z,999,19,2024-08-25T20:33:30Z,Python,0.95
carbon,2017-06-16T02:50:28Z,659,215,2024-08-25T07:19:03Z,JavaScript,0.9
date-fns,2014-10-06T10:24:22Z,1067,120,2024-08-25T18:00:56Z,TypeScript,0.71
photoprism,2018-01-27T12:00:15Z,644,70,2024-08-25T19:43:13Z,Go,0.8
tmux,2015-06-03T23:32:55Z,1,35,2024-08-25T20:08:04Z,C,0.99
streamlit,2019-08-24T00:14:52Z,4007,82,2024-08-25T20:45:27Z,Python,0.8
interview,2018-02-09T09:49:48Z,35,0,2024-08-25T18:47:16Z,C++,0.65
Ryujinx,2018-02-04T23:07:54Z,2965,0,2024-08-25T18:37:49Z,C#,0.72
termux-app,2015-10-23T09:42:46Z,149,91,2024-08-25T20:40:13Z,Java,0.88
insomnia,2016-04-23T03:54:26Z,2763,460,2024-08-25T21:06:51Z,JavaScript,0.82
trpc,2020-07-18T01:17:11Z,3221,200,2024-08-25T19:41:41Z,TypeScript,0.91
lapce,2018-02-06T08:41:06Z,1089,31,2024-08-25T18:39:05Z,Rust,0.61
googletest,2015-07-28T15:07:53Z,808,9,2024-08-25T20:17:48Z,C++,0.88
TrafficMonitor,2017-07-30T02:51:17Z,43,24,2024-08-25T18:40:26Z,C++,0.38
novu,2021-08-26T15:22:44Z,4009,36,2024-08-25T19:03:35Z,TypeScript,0.81
caffe,2013-09-12T18:39:48Z,1087,14,2024-08-25T20:28:00Z,C++,0.81
whisper.cpp,2022-09-25T18:26:37Z,523,17,2024-08-25T16:35:27Z,C,0.5
clipboard.js,2015-09-18T23:04:55Z,117,42,2024-08-25T05:16:13Z,JavaScript,0.99
v2rayNG,2019-05-15T02:15:31Z,245,187,2024-08-25T20:50:02Z,Kotlin,0.99
typeorm,2016-02-29T07:41:14Z,1969,32,2024-08-25T12:10:26Z,TypeScript,0.71
AI-For-Beginners,2021-03-03T16:27:36Z,158,0,2024-08-25T19:27:00Z,Jupyter Notebook,0.83
formik,2017-06-14T19:50:59Z,821,196,2024-08-25T01:28:49Z,TypeScript,0.69
vim-plug,2013-09-10T14:58:51Z,175,8,2024-08-25T18:57:26Z,Vim Script,0.94
12306,2017-05-17T12:23:40Z,31,1,2024-08-25T12:10:43Z,Python,0.67
pandoc,2010-03-20T20:34:23Z,1570,137,2024-08-25T20:53:06Z,Haskell,0.86
google-research,2018-10-04T18:42:48Z,29,0,2024-08-25T19:26:10Z,Jupyter Notebook,0.26
metasploit-framework,2011-08-30T06:13:20Z,10683,0,2024-08-25T19:21:22Z,Ruby,0.93
gold-miner,2015-11-04T03:29:13Z,3563,0,2024-08-25T13:31:27Z,,1.0
Files,2019-01-04T18:19:14Z,5027,116,2024-08-25T19:26:32Z,C#,0.95
shadowsocks,2012-04-20T13:10:49Z,70,2,2024-08-25T19:17:37Z,Python,0
compose,2013-12-09T11:40:58Z,3097,230,2024-08-25T18:22:09Z,Go,0.97
zig,2015-08-06T00:51:28Z,7861,18,2024-08-25T20:11:03Z,Zig,0.74
HanLP,2014-10-09T06:36:16Z,78,57,2024-08-25T16:00:02Z,Python,0.99
AFNetworking,2011-05-31T21:28:44Z,710,40,2024-08-25T19:31:53Z,Objective-C,0
Summer2025-Internships,2020-05-23T20:53:18Z,1668,0,2024-08-25T21:08:56Z,,1.0
brackets,2011-12-07T21:14:40Z,4332,69,2024-08-25T12:24:05Z,JavaScript,0.73
awesome-javascript,2014-07-01T15:59:02Z,377,0,2024-08-25T09:29:05Z,,0.97
cli,2012-02-25T12:39:13Z,399,46,2024-08-25T20:59:34Z,Python,0.82
netty,2010-11-09T09:22:21Z,3526,0,2024-08-25T15:57:43Z,Java,0.91
AndroidUtilCode,2016-07-30T18:18:32Z,88,117,2024-08-25T00:49:14Z,Java,0.81
fd,2017-05-09T21:27:10Z,580,40,2024-08-25T17:49:59Z,Rust,0.89
awesome-compose,2020-02-13T08:51:42Z,149,0,2024-08-25T19:25:53Z,HTML,0.35
EasySpider,2020-07-18T02:41:27Z,32,9,2024-08-25T20:09:48Z,JavaScript,0.82
react-beautiful-dnd,2017-08-09T03:37:15Z,527,68,2024-08-25T10:56:13Z,JavaScript,0.65
Awesome-Design-Tools,2019-02-12T13:55:30Z,283,0,2024-08-25T19:14:10Z,JavaScript,0.74
REKCARC-TSC-UHT,2019-04-05T03:31:23Z,156,0,2024-08-25T17:20:55Z,HTML,0.97
jieba,2012-09-29T07:52:01Z,96,9,2024-08-25T18:28:19Z,Python,0.27
halo,2018-03-21T12:56:52Z,2128,182,2024-08-25T16:06:41Z,Java,0.91
jellyfin,2018-12-09T06:36:45Z,4139,77,2024-08-25T20:59:37Z,C#,0.92
gulp,2013-07-04T05:26:06Z,405,23,2024-08-25T09:33:28Z,JavaScript,0.99
TTS,2020-05-20T15:45:28Z,467,98,2024-08-25T21:01:34Z,Python,0.94
XX-Net,2015-01-15T09:35:51Z,362,388,2024-08-25T15:58:50Z,Python,0.41
immutable-js,2014-07-02T06:02:29Z,511,80,2024-08-25T18:01:38Z,TypeScript,0.92
appsmith,2020-06-30T04:07:36Z,12168,238,2024-08-25T21:08:04Z,TypeScript,0.82
daisyui,2020-11-28T22:57:27Z,283,41,2024-08-25T19:06:46Z,Svelte,0.95
spring-boot-demo,2017-11-10T06:27:29Z,15,0,2024-08-25T19:55:45Z,Java,0.44
ray,2016-10-25T19:38:30Z,22925,90,2024-08-25T20:15:22Z,Python,0.81
fiber,2020-01-16T03:59:20Z,1456,122,2024-08-25T19:09:06Z,Go,0.94
marked,2011-07-24T13:15:51Z,1381,133,2024-08-25T18:12:29Z,JavaScript,0.98
zod,2020-03-07T20:59:08Z,493,89,2024-08-25T18:53:03Z,TypeScript,0.8
LeetCode-Go,2017-07-18T00:06:14Z,174,4,2024-08-25T21:06:10Z,Go,0.82
zxing,2011-10-12T14:07:27Z,311,31,2024-08-25T20:47:18Z,Java,1.0
WeChatMsg,2023-01-11T05:03:49Z,62,32,2024-08-25T16:44:49Z,Python,0.87
slidev,2021-04-24T01:25:23Z,572,352,2024-08-25T20:36:26Z,TypeScript,0.94
awesome-shell,2014-07-07T01:57:42Z,307,0,2024-08-25T20:12:14Z,,0.39
ijkplayer,2013-06-03T04:12:04Z,35,0,2024-08-25T15:04:42Z,C,0.47
helix,2020-06-01T04:26:56Z,3571,26,2024-08-25T20:52:51Z,Rust,0.86
ccxt,2017-05-14T15:41:56Z,11376,67,2024-08-25T20:14:09Z,Python,0.92
ShadowsocksX-NG,2016-06-10T11:49:00Z,63,29,2024-08-25T12:27:52Z,Swift,0.77
typst,2019-09-24T21:41:56Z,1187,16,2024-08-25T21:10:23Z,Rust,0.75
material-design-lite,2015-01-14T22:01:33Z,655,14,2024-08-25T01:25:40Z,HTML,0.83
carbon-lang,2020-04-27T21:45:16Z,2899,67,2024-08-25T20:37:52Z,C++,0.83
expo,2016-08-15T17:14:25Z,13721,0,2024-08-25T20:36:01Z,TypeScript,0.97
husky,2014-06-23T12:14:21Z,256,78,2024-08-25T14:00:34Z,JavaScript,0.97
gitness,2014-02-07T07:54:44Z,1022,41,2024-08-25T18:43:25Z,Go,0.93
framework,2013-01-10T21:27:28Z,15269,748,2024-08-25T15:15:43Z,PHP,1.0
JavaScript,2017-07-13T06:12:33Z,787,0,2024-08-25T15:41:02Z,JavaScript,0.98
solid,2018-04-24T16:36:27Z,346,34,2024-08-25T20:52:40Z,TypeScript,0.92
penpot,2015-12-29T22:09:07Z,2963,40,2024-08-25T19:36:52Z,Clojure,0.79
easyexcel,2018-02-06T03:14:08Z,188,13,2024-08-25T14:40:21Z,Java,0.89
logseq,2020-05-23T00:06:06Z,2924,147,2024-08-25T20:31:46Z,Clojure,0.8
gradio,2018-12-19T08:24:04Z,3652,1000,2024-08-25T19:59:12Z,Python,0.89
fastify,2016-09-28T19:10:14Z,2746,284,2024-08-25T21:03:07Z,JavaScript,0.96
sqlmap,2012-06-26T09:52:15Z,166,9,2024-08-25T20:58:22Z,Python,0.99
RSSHub,2018-04-02T14:43:21Z,8924,0,2024-08-25T16:33:57Z,TypeScript,0.94
android-open-project,2014-01-05T15:20:15Z,204,0,2024-08-25T20:15:48Z,,0.88
awesome-awesomeness,2014-07-08T05:44:19Z,197,0,2024-08-25T16:17:26Z,Ruby,0.76
GitHubDaily,2018-12-30T13:56:58Z,3,0,2024-08-25T19:59:17Z,,0.38
GPT-SoVITS,2024-01-14T18:05:21Z,252,1,2024-08-25T20:29:12Z,Python,0.54
run,2022-04-10T05:42:40Z,172,0,2024-08-25T19:41:26Z,,0.84
nushell,2019-05-10T16:59:42Z,6630,98,2024-08-25T20:20:09Z,Rust,0.76
beego,2012-02-29T02:32:08Z,1294,33,2024-08-25T10:06:36Z,Go,1.0
Coursera-ML-AndrewNg-Notes,2017-11-04T10:04:08Z,13,0,2024-08-25T14:01:26Z,HTML,0.22
system-design,2022-08-15T18:59:54Z,11,0,2024-08-25T19:11:07Z,,0.95
certbot,2014-11-12T02:52:20Z,3755,52,2024-08-25T20:51:48Z,Python,0.97
pytorch-image-models,2019-02-02T05:51:12Z,365,59,2024-08-25T19:44:32Z,Python,0.95
AgentGPT,2023-04-07T02:29:19Z,539,12,2024-08-25T19:21:03Z,TypeScript,0.73
chatgpt-web,2023-02-09T03:21:37Z,159,43,2024-08-25T17:39:23Z,Vue,1.0
graphql-engine,2018-06-18T07:57:36Z,2109,270,2024-08-25T20:22:28Z,TypeScript,0.64
jQuery-File-Upload,2010-12-01T15:35:32Z,119,0,2024-08-25T13:54:38Z,PHP,0.99
engineering-blogs,2015-06-13T18:25:17Z,681,0,2024-08-25T20:16:47Z,Ruby,0.81
poetry,2018-02-28T15:23:47Z,2076,133,2024-08-25T19:59:19Z,Python,0.9
NewPipe,2015-09-03T23:39:26Z,1555,131,2024-08-25T20:33:13Z,Java,0.87
swc,2017-12-22T11:40:14Z,4800,540,2024-08-25T15:17:26Z,Rust,0.9
Python,2011-11-30T09:04:08Z,1474,0,2024-08-25T10:54:04Z,Python,0.32
Langchain-Chatchat,2023-03-31T12:12:45Z,596,31,2024-08-25T16:24:01Z,TypeScript,0.97
linux-command,2016-11-12T15:44:26Z,325,27,2024-08-25T15:53:26Z,Markdown,0.63
vault,2015-02-25T00:15:59Z,18738,146,2024-08-25T20:31:18Z,Go,0.83
awesome-php,2013-11-26T03:14:19Z,435,0,2024-08-25T15:09:28Z,,0.99
zsh-autosuggestions,2013-10-26T16:09:37Z,112,0,2024-08-25T20:11:34Z,Shell,0.76
clash-verge-rev,2023-11-21T18:24:03Z,101,39,2024-08-25T19:47:47Z,TypeScript,0.84
cal.com,2021-03-22T13:47:42Z,7270,281,2024-08-25T20:44:20Z,TypeScript,0.89
openpose,2017-04-24T14:06:31Z,174,15,2024-08-25T19:02:37Z,C++,0.85
OpenHands,2024-03-13T03:33:31Z,1786,9,2024-08-25T20:52:06Z,Python,0.9
Blog,2017-03-13T10:04:33Z,3,0,2024-08-25T08:54:35Z,,0.31
MS-DOS,2018-06-25T18:26:02Z,37,0,2024-08-25T12:57:46Z,Assembly,0
rxjs,2015-03-15T06:17:10Z,2587,2,2024-08-25T20:53:25Z,TypeScript,0.93
modern-unix,2021-01-12T00:50:14Z,10,0,2024-08-25T02:18:49Z,,0.2
leetcode,2018-09-16T14:03:03Z,3082,20,2024-08-25T19:47:40Z,Java,0.95
vimrc,2012-05-29T16:19:29Z,107,0,2024-08-25T19:40:29Z,Vim Script,1.0
yew,2017-12-16T14:19:02Z,1696,35,2024-08-25T18:18:37Z,MDX,0.91
spacedrive,2021-09-27T05:09:04Z,1824,25,2024-08-25T20:04:05Z,TypeScript,0.83
p3c,2017-06-23T06:15:51Z,62,0,2024-08-25T15:02:40Z,Kotlin,0.82
ruff,2022-08-09T17:17:44Z,7213,321,2024-08-25T20:52:51Z,Rust,0.8
learnGitBranching,2012-08-13T22:36:09Z,566,0,2024-08-25T20:45:39Z,JavaScript,0.94
How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,97,0,2024-08-25T18:37:51Z,JavaScript,0.76
libpku,2018-11-22T13:33:06Z,22,0,2024-08-25T17:22:11Z,TeX,0.76
html2canvas,2011-07-16T01:05:58Z,186,45,2024-08-25T18:00:32Z,TypeScript,0.64
NeteaseCloudMusicApi,2016-06-22T11:58:03Z,292,0,2024-08-25T09:34:18Z,,0.89
serenity,2018-12-02T19:28:41Z,18543,0,2024-08-25T18:32:49Z,C++,0.83
portainer,2016-05-19T20:15:28Z,4697,118,2024-08-25T21:06:00Z,TypeScript,0.92
nps,2018-11-04T13:22:51Z,74,59,2024-08-25T19:57:54Z,Go,0.59
spring-boot-examples,2016-11-05T05:32:33Z,7,0,2024-08-25T18:38:18Z,Java,0.93
faiss,2017-02-07T16:07:05Z,136,16,2024-08-25T17:47:41Z,C++,0.91
lottie-web,2015-02-20T21:02:59Z,133,0,2024-08-25T20:44:16Z,JavaScript,0.74
swr,2019-10-28T18:16:01Z,763,115,2024-08-25T18:26:20Z,TypeScript,0.89
dotfiles,2011-09-05T18:07:54Z,44,0,2024-08-25T17:59:25Z,Shell,0.64
selenium,2013-01-14T21:40:56Z,2108,96,2024-08-25T21:03:52Z,Java,0.98
AnotherRedisDesktopManager,2019-01-08T06:01:56Z,139,49,2024-08-25T20:00:50Z,JavaScript,0.88
fairseq,2017-08-29T16:26:12Z,229,16,2024-08-25T19:59:29Z,Python,0.73
HEAD,2016-04-20T20:05:37Z,86,0,2024-08-25T18:46:34Z,,0.78
jq,2012-07-18T19:57:25Z,542,13,2024-08-25T20:29:38Z,C,0.83
autogen,2023-08-18T11:43:45Z,1164,58,2024-08-25T19:50:34Z,Jupyter Notebook,0.6
C-Plus-Plus,2016-07-16T10:19:45Z,594,0,2024-08-25T17:03:44Z,C++,0.96
nacos,2018-06-15T06:49:27Z,2778,69,2024-08-25T19:21:05Z,Java,0.97
detectron2,2019-09-05T21:30:20Z,0,10,2024-08-25T20:54:49Z,Python,0.88
vue-cli,2015-12-26T23:11:20Z,1258,177,2024-08-25T19:27:31Z,JavaScript,0.83
linux-insides,2015-01-03T18:44:57Z,575,0,2024-08-25T20:44:00Z,Python,0.84
cockroach,2014-02-06T00:18:47Z,57384,0,2024-08-25T20:57:40Z,Go,0.92
pytorch-tutorial,2017-03-10T07:41:47Z,28,0,2024-08-25T12:57:14Z,Python,0.63
jsoncrack.com,2022-01-30T15:25:18Z,74,20,2024-08-25T20:26:58Z,TypeScript,0.83
HowToLiveLonger,2022-04-16T04:15:18Z,13,0,2024-08-25T13:02:47Z,,0.8
memos,2021-12-08T15:30:18Z,1455,67,2024-08-25T21:12:21Z,Go,0.98
foundation-sites,2011-10-13T23:05:42Z,2950,78,2024-08-25T19:32:54Z,HTML,0.99
ChatTTS,2024-05-27T18:26:49Z,189,1,2024-08-25T18:46:54Z,Python,0.81
awesome-docker,2014-09-21T17:01:48Z,915,1,2024-08-25T18:58:49Z,,1.0
jax,2018-10-25T21:25:02Z,10269,109,2024-08-25T20:32:08Z,Python,0.76
symfony,2010-01-04T14:21:21Z,22589,507,2024-08-25T18:28:39Z,PHP,0.97
spaCy,2014-07-03T15:15:40Z,3555,125,2024-08-25T17:02:51Z,Python,0.98
ControlNet,2023-02-01T02:43:30Z,5,0,2024-08-25T20:19:33Z,Python,0.24
slate,2016-06-18T01:52:42Z,1838,174,2024-08-25T12:01:28Z,TypeScript,0.8
floating-ui,2016-03-29T17:00:47Z,1030,446,2024-08-25T12:47:23Z,TypeScript,0.99
LLaMA-Factory,2023-05-28T10:09:12Z,186,30,2024-08-25T19:10:05Z,Python,0.97
my-tv,2023-12-04T12:18:39Z,11,72,2024-08-25T17:01:48Z,C,0.86
react-boilerplate,2015-02-18T14:36:32Z,715,16,2024-08-25T21:01:00Z,JavaScript,0.96
phantomjs,2010-12-27T08:18:58Z,562,0,2024-08-23T22:35:26Z,C++,1.0
calculator,2019-01-28T17:55:49Z,853,0,2024-08-25T16:17:33Z,C++,0.67
chatgpt-on-wechat,2022-08-07T08:33:41Z,211,57,2024-08-25T13:28:59Z,Python,0.86
layui,2015-09-22T08:12:03Z,483,125,2024-08-25T14:18:15Z,JavaScript,0.97
lede,2017-09-06T07:39:03Z,1956,6,2024-08-25T19:46:49Z,C,0.91
gpt-pilot,2023-08-16T11:56:07Z,395,0,2024-08-25T12:17:01Z,Python,0.57
sequelize,2010-07-22T07:11:11Z,4732,478,2024-08-25T13:56:28Z,TypeScript,0.92
webtorrent,2013-10-15T08:16:40Z,892,191,2024-08-25T21:01:44Z,JavaScript,0.96
project-guidelines,2017-06-30T10:17:55Z,113,0,2024-08-25T19:11:45Z,JavaScript,0.76
echo,2015-03-01T17:43:01Z,569,104,2024-08-25T19:15:02Z,Go,0.96
Sortable,2013-12-19T10:10:13Z,246,26,2024-08-25T12:07:59Z,JavaScript,0.75
leakcanary,2015-04-29T23:54:16Z,918,43,2024-08-24T19:05:38Z,Kotlin,0.94
stanford_alpaca,2023-03-10T23:33:09Z,6,0,2024-08-25T18:47:20Z,Python,0.36
interactive-coding-challenges,2015-04-28T21:36:39Z,176,0,2024-08-25T17:54:12Z,Python,0.48
OpenBB,2020-12-20T10:46:38Z,3860,37,2024-08-25T21:00:21Z,Python,0.99
maybe,2024-01-01T22:23:46Z,526,16,2024-08-25T20:45:16Z,Ruby,0.98
es6features,2014-03-03T18:29:30Z,41,0,2024-08-25T18:42:41Z,,0.63
500lines,2013-11-04T02:02:53Z,175,0,2024-08-25T18:34:48Z,JavaScript,0.56
Hover,2014-01-02T14:27:35Z,23,10,2024-08-25T10:54:42Z,SCSS,0.78
etcher,2015-10-27T16:53:23Z,1722,280,2024-08-25T19:41:13Z,TypeScript,0.81
COVID-19,2020-02-04T22:03:53Z,2152,0,2024-08-25T16:35:24Z,,0.55
upscayl,2022-07-30T17:19:20Z,64,27,2024-08-25T20:37:25Z,TypeScript,0.95
Flowise,2023-03-31T12:23:09Z,800,48,2024-08-25T20:04:41Z,TypeScript,0.67
minikube,2016-04-15T22:38:35Z,7984,148,2024-08-25T18:42:46Z,Go,0.93
Deep-Live-Cam,2023-09-24T13:19:31Z,21,1,2024-08-25T21:10:47Z,Python,0.45
standard,2015-01-27T01:23:31Z,412,5,2024-08-25T04:23:09Z,JavaScript,0.91
milvus,2019-09-16T06:43:43Z,18974,86,2024-08-25T21:04:20Z,Go,0.95
apollo,2016-03-04T10:24:23Z,1381,40,2024-08-24T19:20:45Z,Java,0.96
mattermost,2015-06-15T06:50:02Z,16540,602,2024-08-25T09:19:01Z,TypeScript,0.92
pnpm,2016-01-28T07:40:43Z,2215,944,2024-08-25T20:36:23Z,TypeScript,0.63
awesome-remote-job,2015-01-02T00:31:34Z,557,0,2024-08-25T19:47:29Z,,0.79
ShareX,2013-10-08T23:32:10Z,738,79,2024-08-25T18:38:18Z,C#,0.91
mmdetection,2018-08-22T07:06:06Z,2359,53,2024-08-25T15:53:39Z,Python,0.81
jsPDF,2009-12-06T14:56:32Z,700,32,2024-08-25T18:25:12Z,JavaScript,0.95
AI-Expert-Roadmap,2020-10-24T21:49:40Z,13,0,2024-08-25T15:22:15Z,JavaScript,0.73
hutool,2014-04-13T07:23:51Z,410,144,2024-08-25T17:42:45Z,Java,1.0
uppy,2015-11-16T12:32:33Z,2835,115,2024-08-24T18:08:14Z,TypeScript,0.95
remote-jobs,2015-10-13T03:49:25Z,1202,0,2024-08-25T20:22:16Z,JavaScript,0.87
particles.js,2014-09-06T14:29:47Z,21,6,2024-08-25T17:37:41Z,JavaScript,0.26
v2ray-core,2019-04-15T10:05:54Z,800,86,2024-08-25T16:52:10Z,Go,0.94
polars,2020-05-13T19:45:33Z,8986,173,2024-08-25T20:52:51Z,Rust,0.78
awesome-macos-command-line,2015-09-22T19:37:55Z,104,0,2024-08-25T17:25:10Z,,0
sharp,2013-08-19T20:24:24Z,284,88,2024-08-25T20:59:38Z,JavaScript,0.97
OpenAPI-Specification,2014-03-03T16:53:36Z,1082,10,2024-08-25T20:55:42Z,Markdown,0.92
remix,2020-10-26T19:57:28Z,3228,146,2024-08-25T19:21:49Z,TypeScript,0.9
go-zero,2020-08-07T15:37:57Z,2022,111,2024-08-25T15:01:08Z,Go,0.85
swift-algorithm-club,2016-01-26T17:56:12Z,608,0,2024-08-25T17:39:02Z,Swift,0.86
Awesome,2016-05-30T17:27:35Z,206,0,2024-08-25T15:02:17Z,,0.57
algo,2016-05-15T03:42:48Z,530,2,2024-08-25T16:37:24Z,Jinja,0.9
todomvc,2011-06-03T19:56:33Z,758,6,2024-08-25T14:21:43Z,JavaScript,0.84
ToolJet,2021-03-30T08:51:34Z,4958,234,2024-08-25T18:28:12Z,JavaScript,0.82
fabric.js,2010-06-09T22:24:38Z,2184,150,2024-08-25T14:30:43Z,JavaScript,0.94
awesome-python-cn,2015-11-03T09:50:50Z,51,0,2024-08-25T14:12:50Z,Makefile,0.58
influxdb,2013-09-26T14:31:10Z,9909,86,2024-08-25T20:08:45Z,Rust,0.86
composer,2011-06-08T08:53:00Z,2817,201,2024-08-25T10:51:10Z,PHP,0.98
postcss,2013-09-24T23:06:48Z,732,253,2024-08-25T19:18:51Z,TypeScript,0.98
vuex,2015-07-16T04:21:26Z,655,51,2024-08-25T20:51:02Z,JavaScript,0.92
spotube,2021-02-14T03:17:58Z,214,33,2024-08-25T20:55:48Z,Dart,0.68
YesPlayMusic,2020-10-09T10:04:21Z,278,30,2024-08-25T18:17:10Z,Vue,0.67
Mr.-Ranedeer-AI-Tutor,2023-03-31T12:37:26Z,19,3,2024-08-25T16:03:16Z,,0.72
linkedin-skill-assessments-quizzes,2019-07-13T19:52:56Z,5594,1,2024-08-25T20:53:22Z,,0.9
slick,2014-03-24T02:10:05Z,247,48,2024-08-25T16:03:55Z,JavaScript,0.67
aseprite,2014-08-19T23:44:50Z,267,104,2024-08-25T20:08:51Z,C++,0.59
cheerio,2011-10-09T04:23:20Z,2320,58,2024-08-25T18:07:15Z,TypeScript,0.98
RevokeMsgPatcher,2019-07-21T15:12:52Z,10,18,2024-08-25T20:38:52Z,C#,0.93
android_guides,2013-06-19T10:24:45Z,10,0,2024-08-25T17:00:45Z,,0.58
weekly,2017-03-20T06:10:04Z,136,193,2024-08-25T16:01:28Z,JavaScript,1.0
canal,2013-01-13T10:59:52Z,452,30,2024-08-25T14:02:36Z,Java,0.77
CyberChef,2016-11-28T10:34:07Z,449,446,2024-08-25T20:34:58Z,JavaScript,0.62
tqdm,2015-06-03T13:13:14Z,284,128,2024-08-25T20:50:50Z,Python,0.59
kafka,2011-08-15T18:06:16Z,9028,0,2024-08-25T19:04:47Z,Java,0
coolify,2021-01-25T20:54:01Z,891,517,2024-08-25T20:55:34Z,PHP,0.83
consul,2013-11-04T22:15:27Z,13215,178,2024-08-25T13:29:26Z,Go,0.78
SpringAll,2018-05-02T02:48:44Z,1,0,2024-08-25T15:33:07Z,Java,0.57
lighthouse,2016-03-08T01:03:11Z,5248,112,2024-08-25T18:42:43Z,JavaScript,0.94
async,2010-06-01T21:01:30Z,536,7,2024-08-25T16:50:58Z,JavaScript,0.99
rocksdb,2012-11-30T06:16:18Z,602,193,2024-08-25T19:06:50Z,C++,0.8
rufus,2011-11-19T19:12:05Z,1,80,2024-08-25T21:11:26Z,C,1.0
python-guide,2011-03-15T03:24:20Z,683,0,2024-08-25T19:59:45Z,Batchfile,0.64
GPTs,2023-11-11T03:24:16Z,43,0,2024-08-25T10:35:31Z,,0.8
