name,created_at,total_pulls,total_releases,updated_at,language,closed_issues_ratio
backbone,2010-09-30T19:41:28Z,879,0,2024-08-25T19:51:45Z,JavaScript,0.98
OpenVoice,2023-11-29T12:17:01Z,17,0,2024-08-25T18:38:51Z,Python,0.22
django-rest-framework,2011-03-02T17:13:56Z,2956,18,2024-08-25T15:52:59Z,Python,0.99
css-protips,2015-08-29T12:29:03Z,67,0,2024-08-25T19:57:59Z,,0.98
editor.js,2015-11-28T20:56:35Z,835,88,2024-08-25T15:18:33Z,TypeScript,0.61
machine-learning-for-software-engineers,2016-10-09T21:20:25Z,60,0,2024-08-25T14:13:42Z,,0.36
ChatGPT,2022-12-03T14:35:24Z,294,277,2024-08-25T20:45:39Z,Python,0.99
chatbot-ui,2023-03-11T14:53:14Z,281,0,2024-08-25T20:00:42Z,TypeScript,0.85
react-spring,2018-03-07T15:39:32Z,416,49,2024-08-25T18:38:18Z,TypeScript,0.92
folly,2012-06-01T20:49:04Z,9,202,2024-08-25T16:28:42Z,C++,0.73
druid,2011-11-03T05:12:51Z,1346,51,2024-08-25T14:59:06Z,Java,0.52
pytorch-lightning,2019-03-31T00:45:57Z,8734,160,2024-08-25T19:41:16Z,Python,0.9
freqtrade,2017-05-17T23:48:53Z,5184,87,2024-08-25T20:43:35Z,Python,0.99
alpine,2019-11-28T13:51:55Z,644,129,2024-08-25T20:36:45Z,HTML,1.0
the-super-tiny-compiler,2016-03-11T04:19:18Z,20,0,2024-08-25T19:47:34Z,JavaScript,0
HEU_KMS_Activator,2019-06-23T00:49:35Z,0,36,2024-08-25T15:02:35Z,,0.13
spring-cloud-alibaba,2017-12-01T20:49:15Z,1035,42,2024-08-25T17:59:51Z,Java,0.87
ultralytics,2022-09-11T16:39:45Z,2072,56,2024-08-25T20:17:47Z,Python,0.93
legado,2019-05-22T04:18:58Z,978,115,2024-08-25T20:27:00Z,Kotlin,0.98
mpv,2012-10-13T08:08:44Z,2704,85,2024-08-25T20:51:28Z,C,0.92
llvm-project,2016-12-07T09:39:33Z,23654,112,2024-08-25T21:04:49Z,LLVM,0.7
servo,2012-02-08T19:07:25Z,16918,0,2024-08-25T19:10:18Z,Rust,0.76
handson-ml2,2019-01-08T03:49:07Z,64,0,2024-08-25T16:45:49Z,Jupyter Notebook,0.59
Data-Science-For-Beginners,2021-03-03T16:30:15Z,293,0,2024-08-25T19:59:58Z,Jupyter Notebook,0.83
nginxconfig.io,2018-01-05T14:21:14Z,185,0,2024-08-25T20:22:28Z,JavaScript,0.77
Clone-Wars,2020-12-02T11:10:16Z,130,0,2024-08-25T20:08:04Z,,0.88
react-select,2014-08-26T04:27:45Z,1040,54,2024-08-25T14:06:59Z,TypeScript,0.9
Charts,2015-03-20T10:49:12Z,418,38,2024-08-25T17:10:02Z,Swift,0.8
Real-ESRGAN,2021-07-19T03:23:30Z,21,10,2024-08-25T18:16:56Z,Python,0.25
JavaScript30,2016-12-07T19:15:31Z,152,0,2024-08-25T21:12:09Z,HTML,0
croc,2017-10-17T15:20:18Z,208,164,2024-08-25T19:07:16Z,Go,0.99
immer,2017-12-29T12:25:47Z,373,109,2024-08-25T19:25:57Z,JavaScript,0.96
mobx,2015-03-14T14:31:38Z,1113,103,2024-08-25T05:32:24Z,TypeScript,0.98
CheatSheetSeries,2018-12-21T14:26:43Z,908,0,2024-08-25T13:17:13Z,Python,0.91
numpy,2010-09-13T23:02:39Z,11800,116,2024-08-25T20:52:50Z,Python,0.85
waifu2x,2015-05-17T07:29:15Z,68,3,2024-08-24T22:46:53Z,Lua,0.58
k3s,2018-05-31T01:37:46Z,3391,766,2024-08-25T20:04:03Z,Go,0.98
Daily-Interview-Question,2019-01-19T10:49:00Z,15,0,2024-08-25T17:24:56Z,JavaScript,0.53
backstage,2020-01-24T22:39:49Z,15992,358,2024-08-25T15:45:02Z,TypeScript,0.93
docsify,2016-11-20T07:55:43Z,668,14,2024-08-25T07:59:27Z,JavaScript,0.89
yapi,2016-05-30T09:09:09Z,141,1,2024-08-24T09:54:03Z,JavaScript,0.38
underscore,2009-10-25T18:31:06Z,745,0,2024-08-25T20:33:17Z,JavaScript,0.98
comprehensive-rust,2022-12-21T15:17:24Z,1735,0,2024-08-25T21:07:18Z,Rust,0.64
xxl-job,2015-11-28T12:59:34Z,98,33,2024-08-25T18:08:10Z,Java,0.59
vhr,2018-01-04T08:57:51Z,1,0,2024-08-25T10:30:17Z,Java,0.38
LLM101n,2024-05-27T00:23:38Z,0,0,2024-08-25T20:52:04Z,,0
netron,2010-12-26T12:53:43Z,1,2,2024-08-25T21:14:08Z,JavaScript,0.98
MonitorControl,2017-09-16T21:13:40Z,207,24,2024-08-25T18:26:56Z,Swift,0.97
weui,2014-12-18T04:09:54Z,199,48,2024-08-25T19:50:57Z,Less,0.93
applied-ml,2020-07-04T18:57:47Z,208,0,2024-08-25T16:21:08Z,,0.92
ResumeSample,2014-09-08T08:08:13Z,2,0,2024-08-25T12:54:53Z,,0
JCSprout,2017-12-17T09:06:50Z,69,0,2024-08-25T15:32:43Z,Java,0.66
Complete-Python-3-Bootcamp,2018-02-12T19:30:10Z,12,0,2024-08-25T19:01:29Z,Jupyter Notebook,0.63
plane,2022-11-19T12:55:01Z,4108,35,2024-08-25T20:00:04Z,TypeScript,0.62
data-science-ipython-notebooks,2015-01-23T19:38:29Z,31,0,2024-08-25T20:00:13Z,Python,0.54
refine,2021-01-20T12:01:32Z,4106,1000,2024-08-25T20:05:31Z,TypeScript,0.98
legacy-homebrew,2009-05-20T19:38:37Z,222,0,2024-08-24T20:33:36Z,,1.0
react-three-fiber,2019-02-25T14:31:51Z,596,104,2024-08-25T15:23:52Z,TypeScript,0.94
directus,2012-12-12T01:35:36Z,7339,311,2024-08-25T19:21:12Z,TypeScript,0.94
reverse-interview,2019-09-08T13:38:40Z,72,0,2024-08-25T18:24:17Z,,0.72
os-tutorial,2014-09-29T08:39:34Z,11,0,2024-08-25T20:15:44Z,C,0.59
gitbook,2014-03-31T03:01:56Z,358,11,2024-08-25T16:56:28Z,TypeScript,0.99
outline,2016-05-22T21:31:47Z,2310,133,2024-08-25T19:44:59Z,TypeScript,0.97
mongoose,2010-04-06T21:39:05Z,3032,144,2024-08-25T19:15:24Z,JavaScript,0.98
xstate,2015-09-14T15:04:15Z,1868,359,2024-08-25T20:39:26Z,TypeScript,0.94
Faker,2011-10-14T22:49:02Z,823,12,2024-08-25T20:10:38Z,PHP,0.87
python-fire,2017-02-21T21:35:07Z,89,10,2024-08-25T15:31:19Z,Python,0.61
codemirror5,2011-01-14T13:44:03Z,592,172,2024-08-25T20:12:37Z,JavaScript,0.9
roop,2023-05-28T14:37:54Z,82,6,2024-08-25T21:15:06Z,Python,0
angular-cli,2015-06-04T19:49:37Z,10204,735,2024-08-25T20:09:43Z,TypeScript,0.98
hangzhou_house_knowledge,2018-02-24T01:54:18Z,6,0,2024-08-25T17:57:38Z,CSS,0.32
helm,2015-10-06T01:07:32Z,3642,195,2024-08-25T13:12:10Z,Go,0.96
qBittorrent,2012-02-04T09:37:46Z,3467,0,2024-08-25T16:46:51Z,C++,0.82
viper,2014-04-02T14:33:33Z,454,32,2024-08-25T16:08:58Z,Go,0.54
rethinkdb,2012-10-30T05:37:47Z,460,72,2024-08-25T20:58:46Z,C++,0.79
trilium,2017-05-23T00:30:20Z,250,297,2024-08-25T19:41:37Z,JavaScript,0.75
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,243,0,2024-08-24T06:37:10Z,Jupyter Notebook,0.37
lux,2018-02-24T11:29:03Z,295,86,2024-08-25T19:09:14Z,Go,0.52
ace,2010-10-27T10:43:36Z,1799,85,2024-08-25T19:14:06Z,JavaScript,0.97
mediapipe,2019-06-13T19:16:41Z,184,55,2024-08-25T20:32:46Z,C++,0.94
gitflow,2010-01-20T23:14:12Z,36,0,2024-08-25T20:19:00Z,Shell,0.35
dokku,2013-06-08T10:26:57Z,3612,278,2024-08-25T11:58:57Z,Shell,0.98
DevToys,2021-09-29T01:40:41Z,480,35,2024-08-25T14:07:15Z,C#,0.78
Python-programming-exercises,2012-06-14T07:56:46Z,0,0,2024-08-25T15:56:42Z,,0.21
surrealdb,2021-12-09T15:03:29Z,1302,49,2024-08-25T17:31:49Z,Rust,0.61
commander.js,2011-08-14T21:33:58Z,742,79,2024-08-25T17:30:10Z,JavaScript,0.99
server,2016-06-02T07:44:14Z,23569,257,2024-08-25T19:14:36Z,PHP,0.87
kit,2015-02-03T00:01:19Z,479,13,2024-08-25T08:00:21Z,Go,0.93
ruoyi-vue-pro,2021-01-24T03:18:25Z,50,28,2024-08-25T15:35:12Z,Java,0.98
aos,2015-07-09T17:49:00Z,38,0,2024-08-25T20:23:52Z,JavaScript,0.52
hosts,2012-04-12T20:22:50Z,470,667,2024-08-25T20:33:13Z,Python,0.96
tiptap,2018-08-20T19:58:58Z,863,829,2024-08-25T14:50:14Z,TypeScript,0.83
90DaysOfDevOps,2021-12-26T13:55:18Z,356,2,2024-08-25T19:07:00Z,Shell,0.92
ink,2017-06-12T06:12:28Z,206,52,2024-08-25T14:24:58Z,TypeScript,0.83
bulletproof-react,2021-05-30T14:47:16Z,58,0,2024-08-25T16:41:32Z,TypeScript,0.73
k9s,2019-01-25T18:46:02Z,633,225,2024-08-25T21:16:17Z,Go,0.73
plyr,2015-02-14T11:33:07Z,384,88,2024-08-25T20:57:06Z,JavaScript,0.58
swagger-ui,2011-07-15T22:56:39Z,3152,346,2024-08-25T14:58:38Z,JavaScript,0.8
Detectron,2017-10-05T17:32:00Z,0,0,2024-08-25T18:01:14Z,Python,0.67
bubbletea,2020-01-10T21:04:03Z,464,40,2024-08-25T21:04:48Z,Go,0.81
tokio,2016-09-09T22:31:36Z,3298,121,2024-08-25T19:14:06Z,Rust,0.88
dnSpy,2015-07-01T16:05:10Z,53,1,2024-08-25T18:34:47Z,C#,0
react-virtualized,2015-11-03T00:48:07Z,453,5,2024-08-25T14:20:26Z,JavaScript,0.69
nodemon,2010-10-03T12:50:52Z,306,97,2024-08-25T08:33:29Z,JavaScript,1.0
coder2gwy,2020-12-30T14:40:50Z,2,0,2024-08-25T15:40:07Z,,0.19
tuning_playbook,2023-01-18T23:32:32Z,14,0,2024-08-25T16:23:10Z,,0.85
stb,2014-05-25T16:51:23Z,283,0,2024-08-25T20:53:50Z,C,0.83
miaosha,2018-09-14T04:36:24Z,20,0,2024-08-24T23:16:47Z,Java,0.99
glances,2011-12-04T08:49:15Z,684,43,2024-08-25T20:45:02Z,Python,0.9
vagrant,2010-01-21T08:34:27Z,2694,122,2024-08-25T14:02:11Z,Ruby,0.93
UTM,2019-04-12T16:09:24Z,237,113,2024-08-25T21:13:53Z,Swift,0.75
mindsdb,2018-08-02T17:56:45Z,4296,240,2024-08-25T18:47:10Z,Python,0.97
fastai,2017-09-09T17:43:36Z,1680,53,2024-08-25T20:17:17Z,Jupyter Notebook,0.89
nprogress,2013-08-20T13:58:02Z,34,7,2024-08-25T14:57:56Z,JavaScript,0.34
the_silver_searcher,2011-11-19T19:50:47Z,399,0,2024-08-25T07:23:43Z,C,0.49
xgboost,2014-02-06T17:28:03Z,4377,59,2024-08-25T13:53:24Z,C++,0.93
Tvlist-awesome-m3u-m3u8,2017-02-18T03:59:25Z,1,0,2024-08-25T16:15:13Z,,0.7
Web,2017-01-03T11:44:33Z,0,0,2024-08-25T16:56:43Z,,0.74
mongo,2009-01-15T16:15:18Z,125,0,2024-08-25T18:14:14Z,C++,0
tinygrad,2020-10-18T16:23:12Z,3960,8,2024-08-25T20:51:22Z,Python,0.86
mantine,2021-01-07T14:02:19Z,1245,232,2024-08-25T21:14:21Z,TypeScript,0.99
select2,2012-03-04T18:43:12Z,711,29,2024-08-25T11:40:51Z,JavaScript,0.98
turborepo,2021-10-05T17:37:11Z,5169,390,2024-08-25T14:11:00Z,Rust,0.92
redash,2013-10-28T13:19:39Z,3170,98,2024-08-25T20:00:38Z,Python,0.77
fetch,2014-10-13T00:26:19Z,197,56,2024-08-25T18:52:14Z,JavaScript,0.99
fastText,2016-07-16T13:38:42Z,12,4,2024-08-25T20:32:41Z,HTML,0.57
paper-reading,2021-10-22T06:34:51Z,13,0,2024-08-25T16:05:44Z,,0
cmder,2013-07-09T07:44:22Z,427,34,2024-08-25T18:38:20Z,C++,0.98
hacker-laws,2018-01-25T03:46:34Z,174,1,2024-08-25T04:34:10Z,Shell,0.34
llama3,2024-03-15T17:57:00Z,24,0,2024-08-25T19:33:12Z,Python,0.42
Depix,2020-12-06T12:39:08Z,14,0,2024-08-25T19:43:47Z,Python,0
langflow,2023-02-08T22:28:03Z,1767,239,2024-08-25T20:51:12Z,JavaScript,0.91
python-telegram-bot,2015-07-07T15:30:39Z,1426,115,2024-08-25T20:00:42Z,Python,0.99
fastjson,2011-11-03T06:58:52Z,418,84,2024-08-25T13:05:25Z,Java,0.47
request,2011-01-23T01:25:14Z,650,0,2024-08-25T19:25:03Z,JavaScript,0.96
quasar,2015-10-05T15:45:36Z,3591,921,2024-08-25T09:48:34Z,JavaScript,0.94
lossless-cut,2016-10-30T10:49:56Z,177,97,2024-08-25T21:16:12Z,TypeScript,0.88
darknet,2014-04-11T07:59:16Z,10,0,2024-08-25T19:10:14Z,C,0.24
DeepFaceLive,2020-12-15T12:19:22Z,13,35,2024-08-25T19:21:04Z,Python,0.99
Modernizr,2009-09-25T20:13:23Z,806,27,2024-08-25T19:40:19Z,JavaScript,0.89
awesome-electron,2015-04-23T11:48:53Z,268,0,2024-08-25T17:55:23Z,,0.98
lottie-ios,2016-10-06T22:38:38Z,708,68,2024-08-25T14:10:39Z,Swift,0.99
full-stack-fastapi-template,2019-02-23T15:08:34Z,307,8,2024-08-25T19:59:25Z,TypeScript,0.6
fonts,2012-12-19T13:31:50Z,75,1,2024-08-25T15:25:43Z,Shell,0.38
butterknife,2013-03-05T08:18:59Z,346,0,2024-08-25T16:13:52Z,Java,0.91
emscripten,2011-02-12T05:23:30Z,10791,0,2024-08-25T11:14:02Z,C++,0.81
awesome-cto,2016-12-16T19:22:18Z,12,0,2024-08-25T18:57:49Z,,0.8
spleeter,2019-09-26T15:40:46Z,49,2,2024-08-25T20:23:25Z,Python,0.73
tdesktop,2014-05-02T12:36:31Z,1555,727,2024-08-25T17:03:41Z,C++,0.94
restic,2014-04-27T14:07:58Z,2006,44,2024-08-25T20:51:48Z,Go,0.86
headlessui,2020-09-16T09:53:09Z,569,110,2024-08-25T20:10:25Z,TypeScript,0.96
fish-shell,2012-05-10T03:00:55Z,1866,44,2024-08-25T21:14:41Z,Rust,0.94
Rectangle,2019-06-21T21:34:53Z,237,85,2024-08-25T09:51:34Z,Swift,0.87
filebrowser,2015-09-11T21:21:58Z,497,58,2024-08-25T20:13:26Z,Go,0.97
vllm,2023-02-09T11:23:20Z,2370,34,2024-08-25T20:37:02Z,Python,0.65
YouCompleteMe,2012-04-16T03:12:14Z,785,0,2024-08-25T09:52:39Z,Python,0.99
ItChat,2016-01-19T07:49:48Z,29,13,2024-08-25T16:28:27Z,Python,0.69
cascadia-code,2019-07-10T22:50:20Z,82,18,2024-08-25T07:18:06Z,Python,0.8
awesome-deep-learning-papers,2016-06-03T06:48:30Z,39,0,2024-08-25T08:48:04Z,TeX,0.42
Signal-Android,2011-12-15T20:01:12Z,238,22,2024-08-25T19:14:45Z,Java,0.96
Free-Certifications,2020-07-31T10:26:19Z,106,0,2024-08-25T21:05:21Z,,0.76
taichi,2016-11-24T10:00:05Z,5149,116,2024-08-25T20:17:09Z,C++,0.7
modern-js-cheatsheet,2017-09-18T14:56:00Z,84,0,2024-08-25T14:49:21Z,,0.82
Pake,2022-10-14T09:32:57Z,90,28,2024-08-25T19:18:05Z,Rust,0.92
toBeTopJavaer,2018-10-25T09:54:54Z,52,0,2024-08-25T11:42:46Z,Java,0.55
MiniGPT-4,2023-04-15T22:17:09Z,19,0,2024-08-25T17:00:14Z,Python,0.27
openssl,2013-01-15T22:34:48Z,135,31,2024-08-25T14:07:22Z,C,0.82
discord.js,2015-08-10T13:36:26Z,4470,233,2024-08-25T14:36:52Z,TypeScript,0.98
Hello-Python,2022-08-03T17:14:53Z,0,0,2024-08-25T19:35:16Z,Python,0.69
ngx-admin,2016-05-25T10:09:03Z,343,19,2024-08-25T02:57:22Z,TypeScript,0.76
incubator-seata,2018-12-28T08:37:22Z,2189,40,2024-08-25T19:19:46Z,Java,0.8
so-vits-svc,2023-03-10T09:31:09Z,153,0,2024-08-25T08:59:14Z,Python,0.84
fe-interview,2019-04-17T03:05:58Z,8,2,2024-08-25T20:49:17Z,JavaScript,0.0
rollup,2015-05-14T22:26:28Z,1960,477,2024-08-25T10:55:38Z,JavaScript,0.84
handson-ml,2016-02-16T19:48:39Z,56,0,2024-08-25T11:50:07Z,Jupyter Notebook,0.78
srs,2015-04-29T06:59:32Z,451,65,2024-08-25T13:49:26Z,C++,0.89
iris,2016-01-30T04:36:48Z,391,22,2024-08-25T16:03:50Z,Go,0.89
dragonfly,2021-12-11T10:00:42Z,2127,69,2024-08-25T20:51:10Z,C++,0.88
LLMs-from-scratch,2023-07-23T18:15:57Z,188,0,2024-08-25T20:47:18Z,Jupyter Notebook,1.0
30-Days-Of-React,2020-09-29T13:38:54Z,10,0,2024-08-25T20:41:39Z,JavaScript,0.24
SDWebImage,2009-09-21T17:39:19Z,934,150,2024-08-24T05:34:33Z,Objective-C,0.97
Avalonia,2013-12-05T20:13:21Z,4850,87,2024-08-25T20:48:40Z,C#,0.8
DeepSpeech,2016-06-02T15:04:53Z,1338,105,2024-08-25T16:49:02Z,C++,0.94
firecracker,2017-10-19T06:18:47Z,2688,71,2024-08-25T18:12:44Z,Rust,0.95
proxyee-down,2017-10-25T10:07:27Z,16,49,2024-08-25T13:56:10Z,Java,0
jumpserver,2014-07-04T03:54:59Z,6553,228,2024-08-25T17:47:29Z,Python,1.0
apollo,2017-07-04T19:03:31Z,9726,12,2024-08-25T14:05:02Z,C++,0.82
faas,2016-12-22T12:51:39Z,679,11,2024-08-25T15:36:14Z,Go,0.96
react-native-elements,2016-09-08T14:21:41Z,1209,85,2024-08-25T12:48:18Z,MDX,0.95
ChatDev,2023-08-28T02:18:13Z,100,7,2024-08-25T21:13:34Z,Shell,0.91
go-patterns,2015-12-14T22:05:06Z,10,0,2024-08-25T11:16:29Z,Go,0.43
SmartRefreshLayout,2017-06-02T09:52:50Z,12,12,2024-08-25T16:18:24Z,Java,0.78
textual,2021-04-08T15:24:47Z,1799,136,2024-08-25T21:01:29Z,Python,0.94
nsq,2012-05-12T14:37:08Z,673,31,2024-08-25T15:23:21Z,Go,0.91
setup-ipsec-vpn,2016-01-07T16:44:12Z,44,0,2024-08-25T20:01:53Z,Shell,1.0
diffusers,2022-05-30T16:04:02Z,3682,75,2024-08-25T18:58:56Z,Python,0.88
nylas-mail,2014-10-16T18:29:12Z,139,53,2024-08-25T12:37:38Z,JavaScript,0.71
go,2013-08-14T08:33:55Z,48,0,2024-08-25T12:44:15Z,,0.84
eslint,2013-06-29T23:59:48Z,6120,328,2024-08-25T21:05:02Z,JavaScript,0.99
pipenv,2017-01-20T00:44:02Z,1530,102,2024-08-25T20:01:06Z,Python,0.94
feather,2014-05-28T19:49:55Z,113,53,2024-08-25T18:31:13Z,JavaScript,0.39
awesome-vscode,2016-02-07T23:02:45Z,243,0,2024-08-25T17:30:42Z,JavaScript,0.53
table,2016-10-20T17:25:08Z,917,263,2024-08-25T17:10:00Z,TypeScript,0.94
k6,2016-03-21T15:30:24Z,1725,62,2024-08-25T21:04:50Z,Go,0.8
awesome-swift,2014-07-10T14:04:09Z,1436,0,2024-08-25T13:07:09Z,Ruby,0.99
localForage,2013-10-31T00:10:06Z,269,26,2024-08-25T19:08:06Z,JavaScript,0.71
vscodium,2018-08-13T14:26:58Z,434,191,2024-08-25T19:27:46Z,Shell,0.92
TrackersListCollection,2019-10-03T15:55:07Z,5,0,2024-08-25T17:05:59Z,,0
react-admin,2016-07-13T07:58:54Z,4752,357,2024-08-25T21:00:12Z,TypeScript,0.98
EventBus,2012-07-16T16:55:40Z,31,7,2024-08-25T16:58:17Z,Java,0.83
openzeppelin-contracts,2016-08-01T20:54:54Z,2156,88,2024-08-25T11:21:00Z,JavaScript,0.89
micro,2016-03-11T02:06:28Z,739,36,2024-08-25T19:52:43Z,Go,0.65
awesome-actions,2018-10-17T17:53:45Z,439,0,2024-08-25T07:03:28Z,,0.63
create-t3-app,2022-05-24T13:31:01Z,1065,133,2024-08-25T20:46:25Z,TypeScript,0.95
rust-course,2018-08-07T05:01:21Z,710,0,2024-08-25T16:42:35Z,Rust,0.73
docker_practice,2014-09-05T04:06:39Z,261,15,2024-08-25T12:00:17Z,Go,0.98
devtools,2014-09-29T03:52:07Z,284,89,2024-08-25T18:06:49Z,TypeScript,0.71
idiomatic.js,2011-05-25T17:48:59Z,114,0,2024-08-25T20:00:55Z,,0.58
iTerm2-Color-Schemes,2011-04-01T04:01:46Z,303,0,2024-08-25T09:04:07Z,Shell,0.79
eShopOnContainers,2016-10-05T22:35:23Z,538,11,2024-08-25T18:46:17Z,C#,0.96
awesome-datascience,2014-07-05T07:07:43Z,348,9,2024-08-25T20:39:03Z,,0.98
envoy,2016-08-08T15:07:24Z,19801,171,2024-08-25T20:10:14Z,C++,0.87
CasaOS,2021-09-26T02:33:09Z,255,92,2024-08-25T21:05:21Z,Go,0.63
autocomplete,2020-09-29T02:21:06Z,1515,1000,2024-08-25T20:08:51Z,TypeScript,0.74
Mask_RCNN,2017-10-19T20:28:34Z,65,3,2024-08-25T18:46:20Z,Python,0.31
logrus,2013-10-16T19:08:55Z,404,19,2024-08-25T18:46:29Z,Go,1.0
locust,2011-02-17T11:08:03Z,875,121,2024-08-25T20:25:41Z,Python,0.99
flameshot,2017-05-10T19:44:51Z,821,25,2024-08-25T18:38:12Z,C++,0.74
fyne,2018-02-04T22:07:16Z,1712,46,2024-08-25T19:49:33Z,Go,0.77
bruno,2022-09-27T20:51:45Z,605,102,2024-08-25T21:16:27Z,JavaScript,0.49
CLIP,2020-12-16T11:24:42Z,28,0,2024-08-25T19:51:53Z,Jupyter Notebook,0.48
vnpy,2015-03-02T03:36:58Z,1035,60,2024-08-25T19:55:08Z,Python,1.0
Telegram,2013-10-25T14:08:10Z,20,93,2024-08-25T18:57:55Z,Java,0
RxSwift,2015-04-07T21:25:17Z,790,74,2024-08-25T20:35:09Z,Swift,0.99
stats,2019-05-29T19:24:56Z,368,259,2024-08-25T20:43:57Z,Swift,0.99
celery,2009-04-24T11:31:24Z,2385,50,2024-08-25T18:04:02Z,Python,0.87
core-js,2013-07-17T16:32:27Z,258,243,2024-08-25T16:54:38Z,JavaScript,0.97
wttr.in,2015-12-26T21:03:43Z,271,0,2024-08-25T20:52:58Z,Python,0.55
medusa,2020-01-18T13:39:04Z,4987,80,2024-08-25T20:05:33Z,TypeScript,0.86
Wox,2013-12-19T15:49:32Z,308,39,2024-08-25T18:31:09Z,Go,0.95
awesome-sysadmin,2014-12-23T08:41:22Z,317,0,2024-08-25T17:16:38Z,,0.89
components,2016-01-04T18:50:02Z,12017,496,2024-08-25T20:11:07Z,TypeScript,0.87
pkg,2016-08-08T19:41:59Z,176,41,2024-08-24T17:48:37Z,JavaScript,1.0
BaseRecyclerViewAdapterHelper,2016-04-10T07:40:11Z,191,209,2024-08-24T05:46:53Z,Kotlin,0.89
coc.nvim,2018-05-01T22:39:02Z,818,82,2024-08-25T14:48:36Z,TypeScript,0.99
data-engineering-zoomcamp,2021-10-21T09:32:50Z,291,0,2024-08-25T18:54:45Z,Jupyter Notebook,0.99
AdGuardHome,2016-07-06T10:31:47Z,118,184,2024-08-25T21:17:31Z,Go,0.83
vapor,2016-01-18T22:37:52Z,1218,561,2024-08-25T17:46:41Z,Swift,0.95
wiki,2016-08-16T19:35:26Z,370,118,2024-08-25T20:24:56Z,Vue,0.98
nanoid,2017-08-05T05:24:35Z,187,3,2024-08-25T20:33:06Z,JavaScript,0.97
Umi-OCR,2022-03-28T04:01:46Z,39,29,2024-08-25T15:38:58Z,Python,0.83
elixir,2011-01-09T08:43:57Z,6974,152,2024-08-25T20:52:50Z,Elixir,1.0
